Inclui transações da Amazon Marketplace; Fulfillment by Amazon (FBA); e Amazon Webstore;;;;;;;;;;;;;;;;;;;;
Todas as quantias em BRL; a menos que especificado;;;;;;;;;;;;;;;;;;;;;
Definições:;;;;;;;;;;;;;;;;;;;;;;
Imposto de vendas coletados: Inclui impostos sobre vendas coletados de compradores para vendas de produtos; envio e embalagem para presente.;;;;;;;;;;;;;;;;;;;;;
Tarifas de venda: Inclui tarifas de fechamento variável e tarifas de referência.;;;;;;;;;;;;;;;;;;;;;;
Outras taxas de transação: Inclui cobranças retroativas de envio; retenção de envi; taxas por item e taxas de coleta de impostos de vendas.;;;;;;;;;;;;;;;;;;;;
Outros: Inclui quantias de transação não relacionadas a pedidos. Para obter mais detalhes;" consulte as colunas ""Tipo"" e ""Descrição"" para cada ID de pedido.";;;;;;;;;;;;;;;;;;;;;
data/hora;id de liquidação;tipo;id do pedido;sku;descrição;quantidade;mercado;tipo de conta;atendimento;cidade do pedido;estado do pedido;postal do pedido;vendas do produto;créditos de remessa;créditos de embalagem de presente;descontos promocionais;imposto de vendas coletados;tarifas de venda;taxas fba;taxas de outras transações;outro;total
24 de jan. de 2026 12:50:34 GMT-8;25454271351;Pedido;702-8459497-7385058;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Recife;PE;50761;99,9;0;0;0;0;-14,99;0;0;0;84,91
24 de jan. de 2026 17:14:25 GMT-8;25454052171;Pedido;701-6259091-5960206;Prod 466;Em busca do coração de Deus: Leituras Devocionais;1;amazon.com.br;Boleto;Vendedor;Charqueadas;RS;96745;30,9;0;0;0;0;-4,64;0;0;0;26,26
24 de jan. de 2026 18:22:09 GMT-8;25454271351;Reembolso;702-3248403-8127448;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Bertioga;SP;11262;-99,9;0;0;0;0;11,99;0;0;0;-87,91
24 de jan. de 2026 18:36:49 GMT-8;25454271351;Pedido;701-2857917-1627402;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Piracaia;SP;12970;89,9;0;0;0;0;-13,49;0;0;0;76,41
24 de jan. de 2026 20:52:55 GMT-8;25407604841;Pedido;701-6809722-0451435;Prod 466;Em busca do coração de Deus: Leituras Devocionais;1;amazon.com.br;Visa Crédito;Vendedor;Franca;SP;14402;30,9;0;0;0;0;-4,64;0;0;0;26,26
24 de jan. de 2026 20:52:55 GMT-8;25407604841;Pedido;701-6809722-0451435;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Visa Crédito;Vendedor;Franca;SP;14402;79,9;0;0;0;0;-11,99;0;0;0;67,91
24 de jan. de 2026 21:32:59 GMT-8;25454271351;Pedido;702-7202531-7760253;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Guaratinga;BA;45840;99,9;0;0;0;0;-14,99;0;0;0;84,91
24 de jan. de 2026 22:34:34 GMT-8;25454271351;Pedido;701-5067133-0773028;IC-TMI3-JLUD;Bíblia Solas Reformata;1;amazon.com.br;Crédito Mastercard e outros;Amazon;Rio de Janeiro;RJ;21870;109,9;0;0;0;0;-18,14;-14,05;0;0;77,71
24 de jan. de 2026 23:05:40 GMT-8;25454271351;Pedido;702-8720463-2700204;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Bicas;MG;36600;99,9;0;0;0;0;-14,99;0;0;0;84,91
24 de jan. de 2026 23:41:05 GMT-8;25454052171;Pedido;702-5448283-4241056;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Boleto;Vendedor;São Paulo;SP;4915;89,9;0;0;0;0;-13,49;0;0;0;76,41
24 de jan. de 2026 23:53:39 GMT-8;25454271351;Pedido;702-6202636-7897018;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Crédito Mastercard e outros;Vendedor;São Bernardo do Campo;SP;9668;89,9;0;0;0;0;-13,49;0;0;0;76,41
25 de jan. de 2026 00:03:58 GMT-8;25454271351;Pedido;702-9087431-5049840;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Curitiba;PR;81200;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 00:53:50 GMT-8;25454052171;Pedido;702-2925725-1967414;9,78658E+12;Tratado Sobre a Graça: Uma Reflexão Bíblica Sobre a Diferença entre Graça Salvadora e Graça Comum;1;amazon.com.br;Boleto;Vendedor;São Pedro da Aldeia;RJ;28941;39,9;0;0;0;0;-5,99;0;0;0;33,91
25 de jan. de 2026 01:09:07 GMT-8;25454271351;Pedido;702-9493372-9188267;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Sorocaba;SP;18045;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 02:11:00 GMT-8;25407604841;Pedido;701-3147539-5245047;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Visa Crédito;Vendedor;Aparecida;PB;58823;51,9;11,35;0;0;0;-7,79;0;0;0;55,46
25 de jan. de 2026 02:11:00 GMT-8;25407604841;Pedido;701-3147539-5245047;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Visa Crédito;Vendedor;Aparecida;PB;58823;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 02:54:34 GMT-8;25454052171;Pedido;702-9143898-6612239;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Boleto;Vendedor;Brasília;DF;71680;89,9;0;0;0;0;-13,49;0;0;0;76,41
25 de jan. de 2026 03:57:07 GMT-8;25454271351;Pedido;701-8119173-9297842;Prod 466;Em busca do coração de Deus: Leituras Devocionais;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Indaiatuba;SP;13338;30,9;0;0;0;0;-4,64;0;0;0;26,26
25 de jan. de 2026 04:06:28 GMT-8;25454271351;Pedido;701-1289138-9265063;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Belo Horizonte;MG;31270;51,9;0;0;0;0;-7,79;0;0;0;44,11
25 de jan. de 2026 04:17:47 GMT-8;25454271351;Pedido;702-7713407-8385022;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Recife;PE;52050;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 04:18:48 GMT-8;25454271351;Pedido;701-4172796-5979453;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Recife;PE;52050;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 04:32:47 GMT-8;25454271351;Pedido;701-0593713-9538650;Prod 466;Em busca do coração de Deus: Leituras Devocionais;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Belo Horizonte;MG;31742;30,9;0;0;0;0;-4,64;0;0;0;26,26
25 de jan. de 2026 04:56:22 GMT-8;25454271351;Pedido;702-0302102-7053827;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Maringá;PR;87030;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 04:56:22 GMT-8;25454271351;Pedido;701-4449680-3701057;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Recife;PE;50750;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 05:15:40 GMT-8;25454271351;Pedido;702-3275896-0232206;9,78655E+12;Bíblia Solas Reformata;3;amazon.com.br;Crédito Mastercard e outros;Vendedor;Caruaru;PE;55014;288;0;0;0;0;-43,2;0;0;0;244,8
25 de jan. de 2026 05:36:57 GMT-8;25454271351;Pedido;702-6558176-3684222;Prod 466;Em busca do coração de Deus: Leituras Devocionais;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Ouro Fino;MG;37570;30,9;0;0;0;0;-4,64;0;0;0;26,26
25 de jan. de 2026 06:18:37 GMT-8;25454271351;Pedido;701-1085668-4183415;Prod 466;Em busca do coração de Deus: Leituras Devocionais;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Maracanaú;CE;61901;30,9;20,9;0;0;0;-4,64;0;0;0;47,16
25 de jan. de 2026 06:32:43 GMT-8;25407604841;Pedido;702-9113080-5891447;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Visa Crédito;Vendedor;Recife;PE;52051;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 07:03:43 GMT-8;25455070641;Pedido;702-7182789-8709832;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Elo;Vendedor;Brasilia;DF;72130;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 07:06:02 GMT-8;25407604841;Pedido;701-4059442-4838611;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Visa Crédito;Vendedor;São José do Rio Preto;SP;15062;89,9;0;0;0;0;-13,49;0;0;0;76,41
25 de jan. de 2026 07:11:30 GMT-8;25454052171;Pedido;702-3434588-4287460;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Boleto;Vendedor;Ribeirão Preto;SP;14060;51,9;0;0;0;0;-7,79;0;0;0;44,11
25 de jan. de 2026 07:14:31 GMT-8;25454052171;Pedido;702-7910471-5140246;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;3;amazon.com.br;Boleto;Vendedor;Brasília;DF;71680;239,7;0;0;0;0;-35,97;0;0;0;203,73
25 de jan. de 2026 07:19:23 GMT-8;25454651461;Pedido;702-9955073-4765034;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Amex;Vendedor;Araucária;PR;83708;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 07:19:57 GMT-8;25454271351;Pedido;701-2606540-3672256;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Uberlândia;MG;38412;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 07:50:49 GMT-8;25454271351;Pedido;701-6063549-3894636;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Fortaleza;CE;60176;79,9;0;0;0;0;-11,99;0;0;0;67,91
25 de jan. de 2026 07:57:33 GMT-8;25407604841;Pedido;701-2944901-7429050;Prod 1085;O Talão de Cheques do Banco da Fé: Para saques diários das ricas promessas de Deus;1;amazon.com.br;Visa Crédito;Vendedor;CAMPINAS;SP;13041;83,9;0;0;0;0;-12,59;0;0;0;71,31
25 de jan. de 2026 08:03:19 GMT-8;25454271351;Pedido;702-7529999-7562665;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Porto Alegre;RS;91170;51,9;0;0;0;0;-7,79;0;0;0;44,11
25 de jan. de 2026 08:03:19 GMT-8;25454271351;Pedido;702-7529999-7562665;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Porto Alegre;RS;91170;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 08:19:31 GMT-8;25407604841;Pedido;701-8229960-9648248;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Visa Crédito;Vendedor;Marcelino Vieira;RN;59970;51,9;21,35;0;0;0;-7,79;0;0;0;65,46
25 de jan. de 2026 11:14:41 GMT-8;25454271351;Reembolsos;702-8402686-2309065;698883;Reembolso para pacotes extraviados;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;99,9;99,9
25 de jan. de 2026 13:09:56 GMT-8;25454271351;Pedido;702-1437441-4539467;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Curitiba;PR;81200;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 19:20:40 GMT-8;25455070641;Pedido;702-6227921-7769816;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Elo;Vendedor;Fortaleza;CE;60811;99,9;0;0;0;0;-14,99;0;0;0;84,91
25 de jan. de 2026 19:54:37 GMT-8;25454271351;Pedido;702-2296824-6930669;Prod 1085;O Talão de Cheques do Banco da Fé: Para saques diários das ricas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Vila Velha;ES;29116;83,9;0;0;0;0;-12,59;0;0;0;71,31
25 de jan. de 2026 22:25:36 GMT-8;25454651461;Pedido;702-6122917-7497845;Prod 466;Em busca do coração de Deus: Leituras Devocionais;2;amazon.com.br;Amex;Vendedor;Joao Pessoa;Paraiba;58037;61,8;21,8;0;0;0;-9,28;0;0;0;74,32
25 de jan. de 2026 22:44:39 GMT-8;25454271351;Pedido;702-0045587-8614678;Prod 1085;O Talão de Cheques do Banco da Fé: Para saques diários das ricas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Jacareí;SP;12312;83,9;0;0;0;0;-12,59;0;0;0;71,31
25 de jan. de 2026 22:58:15 GMT-8;25454271351;Pedido;701-7638712-1769866;V2-11KN-B0BR;Todo Cristão é um Missionário: Treinando crentes para ganhar almas para Cristo: 3;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;mogi guaçu;SP;13848;16,9;7,35;0;0;0;-2,54;0;0;0;21,71
26 de jan. de 2026 00:09:45 GMT-8;25454052171;Pedido;701-4244288-4258618;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Boleto;Vendedor;Taquaritinga do Norte;PE;55790;51,9;21,35;0;0;0;-7,79;0;0;0;65,46
26 de jan. de 2026 00:21:27 GMT-8;25454052171;Pedido;702-1572172-6321061;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Boleto;Vendedor;Maceió;AL;57084;89,9;0;0;0;0;-13,49;0;0;0;76,41
26 de jan. de 2026 01:17:54 GMT-8;25454271351;Pedido;702-4599188-6952241;Prod 466;Em busca do coração de Deus: Leituras Devocionais;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Ribeirão Preto;São Paulo;14095;30,9;0;0;0;0;-4,64;0;0;0;26,26
26 de jan. de 2026 03:21:02 GMT-8;25454271351;Pedido;702-8503611-9057829;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Vila Velha;ES;29116;89,9;0;0;0;0;-13,49;0;0;0;76,41
26 de jan. de 2026 04:34:48 GMT-8;25455070641;Pedido;702-4917544-8241865;Prod 1085;O Talão de Cheques do Banco da Fé: Para saques diários das ricas promessas de Deus;1;amazon.com.br;Elo;Vendedor;Votuporanga;SP;15503;83,9;0;0;0;0;-12,59;0;0;0;71,31
26 de jan. de 2026 05:02:00 GMT-8;25454271351;Pedido;701-4146752-1823462;Prod 1085;O Talão de Cheques do Banco da Fé: Para saques diários das ricas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Guarujá;SP;11461;83,9;0;0;0;0;-12,59;0;0;0;71,31
26 de jan. de 2026 05:21:28 GMT-8;25454271351;Pedido;701-0287679-7373009;8D-7237-RPFR_FBA;O Alfabeto de Ouro - Comentário Bíblico do Salmo 119: Lições do Salmo 119 para sua vida;1;amazon.com.br;Crédito Mastercard e outros;Amazon;Salvador;Bahia;41391;98,9;8,9;0;-8,9;0;-14,84;-12,05;0;0;72,01
26 de jan. de 2026 05:45:06 GMT-8;25407604841;Pedido;701-2381105-2712261;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Visa Crédito;Vendedor;Vespasiano;MG;33202;99,9;0;0;0;0;-14,99;0;0;0;84,91
26 de jan. de 2026 06:16:01 GMT-8;25454052171;Pedido;701-6906651-2950655;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Boleto;Vendedor;Blumenau;SC;89075;99,9;0;0;0;0;-14,99;0;0;0;84,91
26 de jan. de 2026 06:24:20 GMT-8;25454052171;Pedido;701-0136091-4972257;IC-TMI3-JLUD;Bíblia Solas Reformata;1;amazon.com.br;Boleto;Amazon;Caruaru;PE;55012;109,9;8,9;0;-8,9;0;-18,14;-14,05;0;0;77,71
26 de jan. de 2026 06:34:31 GMT-8;25509988131;Pedido;701-4891101-9933050;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Visa Crédito;Vendedor;Goiânia;GO;74115;51,9;21,35;0;0;0;-7,79;0;0;0;65,46
26 de jan. de 2026 06:50:24 GMT-8;25454271351;Pedido;701-5630096-5875440;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Cabedelo;PB;58102;89,9;0;0;0;0;-13,49;0;0;0;76,41
26 de jan. de 2026 07:13:51 GMT-8;25509988131;Pedido;701-5735479-0152236;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Visa Crédito;Vendedor;Brasília;DF;71919;89,9;0;0;0;0;-13,49;0;0;0;76,41
26 de jan. de 2026 07:15:12 GMT-8;25454271351;Pedido;701-3933888-4044243;Prod 1085;O Talão de Cheques do Banco da Fé: Para saques diários das ricas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Fortaleza;CE;60742;83,9;0;0;0;0;-12,59;0;0;0;71,31
26 de jan. de 2026 07:17:51 GMT-8;25454271351;Pedido;702-2302504-5823426;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Itanhaém;SP;11754;89,9;0;0;0;0;-13,49;0;0;0;76,41
26 de jan. de 2026 07:50:37 GMT-8;25454052171;Pedido;702-4604468-8810611;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Boleto;Vendedor;Brasília;DF;70660;79,9;0;0;0;0;-11,99;0;0;0;67,91
26 de jan. de 2026 07:57:33 GMT-8;25454052171;Pedido;702-4863953-2125815;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Boleto;Vendedor;Brasília;DF;71680;99,9;0;0;0;0;-14,99;0;0;0;84,91
26 de jan. de 2026 09:19:37 GMT-8;25454271351;Reembolsos;701-3017372-0073834;698883;Reembolso para pacotes extraviados;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;99,9;99,9
26 de jan. de 2026 12:48:09 GMT-8;25454271351;Serviços de Envio;702-0769725-7637012;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
26 de jan. de 2026 12:48:09 GMT-8;25454271351;Serviços de Envio;702-0769725-7637012;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:14 GMT-8;25454271351;Serviços de Envio;702-3191639-8602651;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
26 de jan. de 2026 12:49:14 GMT-8;25454271351;Serviços de Envio;702-3191639-8602651;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:22 GMT-8;25454271351;Serviços de Envio;702-9647025-4488223;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
26 de jan. de 2026 12:49:22 GMT-8;25454271351;Serviços de Envio;702-9647025-4488223;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:30 GMT-8;25454271351;Serviços de Envio;702-6794407-9561813;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,25;0;-13,25
26 de jan. de 2026 12:49:30 GMT-8;25454271351;Serviços de Envio;702-6794407-9561813;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:30 GMT-8;25454271351;Serviços de Envio;702-2503188-1049058;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
26 de jan. de 2026 12:49:30 GMT-8;25454271351;Serviços de Envio;702-2503188-1049058;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:31 GMT-8;25454271351;Serviços de Envio;702-4104161-2160250;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
26 de jan. de 2026 12:49:31 GMT-8;25454271351;Serviços de Envio;702-4104161-2160250;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-21,16;0;-21,16
26 de jan. de 2026 12:49:34 GMT-8;25454271351;Serviços de Envio;701-9435570-9487400;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
26 de jan. de 2026 12:49:34 GMT-8;25454271351;Serviços de Envio;701-9435570-9487400;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:35 GMT-8;25454271351;Serviços de Envio;702-2733006-0953018;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
26 de jan. de 2026 12:49:35 GMT-8;25454271351;Serviços de Envio;702-2733006-0953018;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:35 GMT-8;25454271351;Serviços de Envio;702-3809172-5717032;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
26 de jan. de 2026 12:49:35 GMT-8;25454271351;Serviços de Envio;702-3809172-5717032;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:38 GMT-8;25454271351;Serviços de Envio;701-5503282-7217804;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
26 de jan. de 2026 12:49:38 GMT-8;25454271351;Serviços de Envio;701-5503282-7217804;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:43 GMT-8;25454271351;Serviços de Envio;702-9240046-2067450;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
26 de jan. de 2026 12:49:43 GMT-8;25454271351;Serviços de Envio;702-9240046-2067450;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:48 GMT-8;25454271351;Serviços de Envio;702-1934260-5077820;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
26 de jan. de 2026 12:49:48 GMT-8;25454271351;Serviços de Envio;702-1934260-5077820;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-23,14;0;-23,14
26 de jan. de 2026 12:49:51 GMT-8;25454271351;Serviços de Envio;701-9680473-3312246;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
26 de jan. de 2026 12:49:51 GMT-8;25454271351;Serviços de Envio;701-9680473-3312246;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-20,9;0;-20,9
26 de jan. de 2026 12:49:55 GMT-8;25454271351;Serviços de Envio;701-4418310-6519445;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
26 de jan. de 2026 12:49:55 GMT-8;25454271351;Serviços de Envio;701-4418310-6519445;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:55 GMT-8;25454271351;Serviços de Envio;701-7460390-1740254;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-4,5;0;-4,5
26 de jan. de 2026 12:49:55 GMT-8;25454271351;Serviços de Envio;701-7460390-1740254;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:56 GMT-8;25454271351;Serviços de Envio;701-3922454-3818649;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
26 de jan. de 2026 12:49:56 GMT-8;25454271351;Serviços de Envio;701-3922454-3818649;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
26 de jan. de 2026 12:49:56 GMT-8;25454271351;Serviços de Envio;702-1357295-0772204;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
